tweet,label,negation_flag,intensifier_flag,annotated_tweet,text
الصامتون موتى بطريقة ما,1,1,0,الصامتون موتي بطريقه,الصامتون موتي بطريقه ما
اكتئاب 😆,1,0,0,اكتئاب,اكتئاب 😆
لو كان الانتحار ليس طريق لنار لودعتكم منذ زمن ☘️,1,1,0,الانتحار ليس طريق لنار لودعتكم منذ زمن,لو كان الانتحار ليس طريق لنار لودعتكم منذ زمن ☘️
حلوه الأحلام والطموح الي عندي دي بس مش عايزاه ابهركم انا بفكر في الانتحار كل يوم,1,0,0,حلوه الاحلام والطموح الي عندي عايزاه ابهركم انا بفكر الانتحار يوم,حلوه الاحلام والطموح الي عندي دي بس مش عايزاه ابهركم انا بفكر في الانتحار كل يوم
ابكي انام,1,0,0,ابكي انام,ابكي انام
انتظريني لحين ماعرف اسولف احس صار عندي هلع لما اكلم اوادم😞,1,0,0,انتظريني لحين ماعرف اسولف احس صار عندي هلع لما اكلم اوادم😞,انتظريني لحين ماعرف اسولف احس صار عندي هلع لما اكلم اوادم😞
الانتحار هو الحل 👍🏻,1,0,0,الانتحار الحل,الانتحار هو الحل 👍🏻
"اغنية المقدمة حقت الشقيري جابت لي اكتئاب _x000D_
مادورك في التحسين واله كنت من جيل الثمنينات كان التحسين عندنا انه عيب نسوي شي 🥲",1,0,0,اغنيه المقدمه حقت الشقيري جابت اكتئاب مادورك التحسين واله كنت جيل الثمنينات التحسين عندنا انه عيب نسوي,اغنيه المقدمه حقت الشقيري جابت لي اكتئاب _x<NUM>D_مادورك في التحسين واله كنت من جيل الثمنينات كان التحسين عندنا انه عيب نسوي شي 🥲
قلق لانهائي,1,0,0,قلق لانهائي,قلق لانهائي
بحاجتك فأنا في حزنٍ شديد,1,0,0,بحاجتك فانا حزن شديد,بحاجتك فانا في حزن شديد
ماذا بعد الجامعه اكتئاب يكتم دين ام امك وضغط الشغل يعادل ضغط 20 جامعه,1,0,0,ماذا الجامعه اكتئاب يكتم دين امك وضغط الشغل يعادل ضغط جامعه,ماذا بعد الجامعه اكتئاب يكتم دين ام امك وضغط الشغل يعادل ضغط <NUM> جامعه
الانتحَار بالحبوب إنتحار مُسالم لن تشعر بالالم سوف تغفو فقط ولن تستيقظ مره اخرى,1,1,0,الانتحار بالحبوب انتحار مسالم تشعر بالالم سوف تغفو فقط ولن تستيقظ مره اخري,الانتحار بالحبوب انتحار مسالم لن تشعر بالالم سوف تغفو فقط ولن تستيقظ مره اخري
وله مره مقهوره بطلو تكسرونا بعدين تجون تقولون اسف ترا م يفيد كلمه من ثلاث حروف بتجبر كسر,1,0,0,وله مره مقهوره بطلو تكسرونا بعدين تجون تقولون اسف ترا يفيد كلمه ثلاث حروف بتجبر كسر,وله مره مقهوره بطلو تكسرونا بعدين تجون تقولون اسف ترا م يفيد كلمه من ثلاث حروف بتجبر كسر
الاكتئاب هخلف عيال عندهم توحد انا عارف,1,0,0,الاكتئاب هخلف عيال عندهم توحد انا عارف,الاكتئاب هخلف عيال عندهم توحد انا عارف
النفسيه انتحار والله,1,0,0,النفسيه انتحار والله,النفسيه انتحار والله
مدري ليه الانتحار حرام كان الواحد يقدر ينهي حياته ويرتاح,1,0,0,مدري ليه الانتحار حرام الواحد يقدر ينهي حياته ويرتاح,مدري ليه الانتحار حرام كان الواحد يقدر ينهي حياته ويرتاح
كأبة المنظر,1,0,0,كابه المنظر,كابه المنظر
الحبكه ذي جابتلي اكتئاب,1,0,0,الحبكه جابتلي اكتئاب,الحبكه ذي جابتلي اكتئاب
احيانًا تُدهشني هشاشتي، كيف يمكن لكلمةٍ أن تجعلني حزينًا,1,0,0,احيانا تدهشني هشاشتي، يمكن لكلمه تجعلني حزينا,احيانا تدهشني هشاشتي، كيف يمكن لكلمه ان تجعلني حزينا
منجد كآبه,1,0,0,منجد كابه,منجد كابه
هاري ماحدث من شهر فيني اكتئاب حاد اكثر منك,1,0,0,هاري ماحدث شهر فيني اكتئاب حاد اكثر منك,هاري ماحدث من شهر فيني اكتئاب حاد اكثر منك
الهم إنَّا نرجو جبرك ونرتقبُ فرجك لا نعوّل إلّا عليك ولا نؤمِّل إلا فيك هبنا الرّضا وألبِسنا السكينة نعوذ بع,1,1,0,الهم انا نرجو جبرك ونرتقب فرجك نعول الا عليك ولا نؤمل الا فيك هبنا الرضا والبسنا السكينه نعوذ,الهم انا نرجو جبرك ونرتقب فرجك لا نعول الا عليك ولا نؤمل الا فيك هبنا الرضا والبسنا السكينه نعوذ بع
"لأول مرة في حياتي أفهم تماماً تعبير ""يعتصر الألم قلبه"" لأنني أعيشه، استيقظ ليلاً عشر مرات على الأقل أشعر فيها أن قلبي لن يصمد أكثر",1,1,1,لاول مره حياتي افهم تماما تعبير يعتصر الالم قلبه لانني اعيشه، استيقظ ليلا عشر مرات علي الاقل اشعر فيها قلبي يصمد اكثر,"لاول مره في حياتي افهم تماما تعبير ""يعتصر الالم قلبه"" لانني اعيشه، استيقظ ليلا عشر مرات علي الاقل اشعر فيها ان قلبي لن يصمد اكثر"
نفسي اعرف اذا في احد مريض مختل زي ينام طبيعي بس يحزن نفسه وهو نايم ويصحى مكتئب وقلبه يتألم ومايعرف من ايش ,1,0,0,نفسي اعرف اذا احد مريض مختل ينام طبيعي يحزن نفسه وهو نايم ويصحي مكتئب وقلبه يتالم ومايعرف ايش,نفسي اعرف اذا في احد مريض مختل زي ينام طبيعي بس يحزن نفسه وهو نايم ويصحي مكتئب وقلبه يتالم ومايعرف من ايش
الف حزن والف ذكرى والف ضيق وقلب واحد,1,0,0,الف حزن والف ذكري والف ضيق وقلب واحد,الف حزن والف ذكري والف ضيق وقلب واحد
احس احتاج طبيب نفسي,1,0,0,احس احتاج طبيب نفسي,احس احتاج طبيب نفسي
بعد اقتناع أهلي كلمت دكتوري الي يعالجني وبعد جلسة نقاش مع دكتورة كانت فاهمتني جداً شخصوني تشخيص مبدئي بإني اعاني من الاكتئاب,1,0,1,اقتناع اهلي كلمت دكتوري الي يعالجني وبعد جلسه نقاش دكتوره فاهمتني جدا شخصوني تشخيص مبدئي باني اعاني الاكتئاب,بعد اقتناع اهلي كلمت دكتوري الي يعالجني وبعد جلسه نقاش مع دكتوره كانت فاهمتني جدا شخصوني تشخيص مبدئي باني اعاني من الاكتئاب
الواحد لما بقعد لوحدي بفتكر سنه ٢٠١٩ لان مكنتش لوحدي كانت اختي بتشاركني كل حاجه فرحتنا و زعلنا و الكلام و كل حاجه ,1,0,0,الواحد لما بقعد لوحدي بفتكر سنه ٢٠١٩ لان مكنتش لوحدي اختي بتشاركني حاجه فرحتنا زعلنا الكلام حاجه,الواحد لما بقعد لوحدي بفتكر سنه <NUM><NUM><NUM><NUM> لان مكنتش لوحدي كانت اختي بتشاركني كل حاجه فرحتنا و زعلنا و الكلام و كل حاجه
فقدت السيطرة على الوضع وقمت ابكي,1,0,0,فقدت السيطره علي الوضع وقمت ابكي,فقدت السيطره علي الوضع وقمت ابكي
تاكدت اني بنت الصباح لان جايني اكتئاب لاني ماقوم الصباح واكل واجلس واكيف🥲,1,0,0,تاكدت اني بنت الصباح لان جايني اكتئاب لاني ماقوم الصباح واكل واجلس واكيف🥲,تاكدت اني بنت الصباح لان جايني اكتئاب لاني ماقوم الصباح واكل واجلس واكيف🥲
نوبه اكتئاب,1,0,0,نوبه اكتئاب,نوبه اكتئاب
الحزن أكل روحي,1,0,0,الحزن اكل روحي,الحزن اكل روحي
السنين من بعد ٢٠١٥ كلها شبه بعضها حزن و كآبة 😂,1,0,0,السنين ٢٠١٥ كلها شبه بعضها حزن كابه,السنين من بعد <NUM><NUM><NUM><NUM> كلها شبه بعضها حزن و كابه 😂
كأبه ونكد وبؤس وشويه حجات فوء بعض🦦,1,0,0,كابه ونكد وبؤس وشويه حجات فوء بعض🦦,كابه ونكد وبؤس وشويه حجات فوء بعض🦦
اعيش حالة اكتئاب بسبب ان رياكشناتي كلها انحذفت 🥺 انا كيف اعيش وكيف اعبر بدونهم,1,0,0,اعيش حاله اكتئاب بسبب رياكشناتي كلها انحذفت انا اعيش وكيف اعبر بدونهم,اعيش حاله اكتئاب بسبب ان رياكشناتي كلها انحذفت 🥺 انا كيف اعيش وكيف اعبر بدونهم
الوحده في هذا الوقت مؤلمة ، اتذكر ان احدهم كان يشاركني وحدتي في هذا الوقت لكنه ذهب و تركني وحيداً.,1,0,0,الوحده الوقت مؤلمه اتذكر احدهم يشاركني وحدتي الوقت لكنه ذهب تركني وحيدا,الوحده في هذا الوقت مؤلمه ، اتذكر ان احدهم كان يشاركني وحدتي في هذا الوقت لكنه ذهب و تركني وحيدا.
حاله هلع,1,0,0,حاله هلع,حاله هلع
وربي احس اني تعبانه ومعاي قلق ولا جاني النوم 💔😭,1,0,0,وربي احس اني تعبانه ومعاي قلق ولا جاني النوم,وربي احس اني تعبانه ومعاي قلق ولا جاني النوم 💔😭
اكبر ضرر سببته لي الاباحية هو الرهاب الاجتماعي هذا الي اعدم حياتي بدون مبالغه هذا غير الاضرار الثانيه لكن هذا الاكبر,1,1,0,اكبر ضرر سببته الاباحيه الرهاب الاجتماعي الي اعدم حياتي بدون مبالغه غير الاضرار الثانيه الاكبر,اكبر ضرر سببته لي الاباحيه هو الرهاب الاجتماعي هذا الي اعدم حياتي بدون مبالغه هذا غير الاضرار الثانيه لكن هذا الاكبر
بسم اله نبدأ حملة كآبه جديدة,1,0,0,بسم اله نبدا حمله كابه جديده,بسم اله نبدا حمله كابه جديده
مرهقه متكسره تعبانه اكتئاب موت دمار كل عضله بجسمي تصرخ,1,0,0,مرهقه متكسره تعبانه اكتئاب موت دمار عضله بجسمي تصرخ,مرهقه متكسره تعبانه اكتئاب موت دمار كل عضله بجسمي تصرخ
كآبه كآبه كآبه,1,0,0,كابه كابه كابه,كابه كابه كابه
ماعاد لي نفس ابكي يأس من كل شي,1,0,0,ماعاد نفس ابكي ياس,ماعاد لي نفس ابكي ياس من كل شي
اعوذ بك من كآبة المنظر وسوء المنقلب 🚶🏻‍♂️,1,0,0,اعوذ كابه المنظر وسوء المنقلب 🚶🏻‍♂️,اعوذ بك من كابه المنظر وسوء المنقلب 🚶🏻♂️
بل بل شالاكتئاب وانا مب حول الاكتئاب ولا اعرفه🤣,1,0,0,شالاكتئاب وانا حول الاكتئاب ولا اعرفه🤣,بل بل شالاكتئاب وانا مب حول الاكتئاب ولا اعرفه🤣
إكتئاب بعد السحور هو ألعن شي في الكون,1,0,0,اكتئاب السحور العن الكون,اكتئاب بعد السحور هو العن شي في الكون
السواد الي تحت عيني مش مرض ده قلة راحة وملامحي المقفولة مش كره لناس دي فرط حزن وعصبيتي مش غباء ده ضغط بحاول اعديه,1,0,0,السواد الي تحت عيني مرض قله راحه وملامحي المقفوله كره لناس فرط حزن وعصبيتي غباء ضغط بحاول اعديه,السواد الي تحت عيني مش مرض ده قله راحه وملامحي المقفوله مش كره لناس دي فرط حزن وعصبيتي مش غباء ده ضغط بحاول اعديه
"حرفياً لا نوم ولا دراسة_x000D_
بس تفكير و قلق",1,1,0,حرفيا نوم ولا دراسه تفكير قلق,حرفيا لا نوم ولا دراسه_x<NUM>D_بس تفكير و قلق
تخيل تبقي مكتئب ومتراكم عليك مواد مش عارف تخلصها يعني حزين وهتسقط,1,0,0,تخيل تبقي مكتئب ومتراكم عليك مواد عارف تخلصها يعني حزين وهتسقط,تخيل تبقي مكتئب ومتراكم عليك مواد مش عارف تخلصها يعني حزين وهتسقط
الاكتئاب الي يجيني بدون سبب هو ثاني اسوء شي بحياتي ورا حياتي نفسها,1,1,0,الاكتئاب الي يجيني بدون سبب ثاني اسوء بحياتي ورا حياتي نفسها,الاكتئاب الي يجيني بدون سبب هو ثاني اسوء شي بحياتي ورا حياتي نفسها
أبكي لأني في فترةٍ سيئةٍ لا أقدر على تخطي مرارتها وحدي,1,1,0,ابكي لاني فتره سيئه اقدر علي تخطي مرارتها وحدي,ابكي لاني في فتره سيئه لا اقدر علي تخطي مرارتها وحدي
حزن 😔💔,1,0,0,حزن,حزن 😔💔
اف جي تجن وكيوتي احبها موىت طلعتني من كآبه كينقدوم,1,0,0,تجن وكيوتي احبها مويت طلعتني كابه كينقدوم,اف جي تجن وكيوتي احبها مويت طلعتني من كابه كينقدوم
يجيني نوبة هلع لمن اتأخر على مواعيد المستشفيات 😖,1,0,0,يجيني نوبه هلع لمن اتاخر علي مواعيد المستشفيات,يجيني نوبه هلع لمن اتاخر علي مواعيد المستشفيات 😖
"أنا في الشغل انا اتخنقت بجد عايزة اجازة مش قادرة اكمل _x000D_
أنا في الإجازة انا جالي اكتئاب خلاص عايزة انزل مش قادرة اقعد في البيت",1,0,0,انا الشغل انا اتخنقت بجد عايزه اجازه قادره اكمل انا الاجازه انا جالي اكتئاب خلاص عايزه انزل قادره اقعد البيت,انا في الشغل انا اتخنقت بجد عايزه اجازه مش قادره اكمل _x<NUM>D_انا في الاجازه انا جالي اكتئاب خلاص عايزه انزل مش قادره اقعد في البيت
واله الواحد معد يدري هو اكتئاب ولا انطفاء ولا نضج ولا حاله نفسيه ولا هذي شخصيته,1,0,0,واله الواحد معد يدري اكتئاب ولا انطفاء ولا نضج ولا حاله نفسيه ولا هذي شخصيته,واله الواحد معد يدري هو اكتئاب ولا انطفاء ولا نضج ولا حاله نفسيه ولا هذي شخصيته
اليوم احس فيني اكتئاب ودي اطير من فوق البنايه ✋🏽,1,0,0,اليوم احس فيني اكتئاب ودي اطير فوق البنايه,اليوم احس فيني اكتئاب ودي اطير من فوق البنايه ✋🏽
"ياربّ أمطِر عليَّ بِعَفوٍ إنِّي مُكتئِبٌ _x000D_
فالذَّنبُ أرهَقنِي والقَلبُ أواب",1,0,0,يارب امطر علي بعفو اني مكتئب فالذنب ارهقني والقلب اواب,يارب امطر علي بعفو اني مكتئب _x<NUM>D_فالذنب ارهقني والقلب اواب
في مسلسل اسمه ملوك الجدعنة موت البنت الي اسمها حبيبة ولما غسلوها ودفنوها وكدة انا انهرت عياط بمعنى ك,1,0,0,مسلسل اسمه ملوك الجدعنه موت البنت الي اسمها حبيبه ولما غسلوها ودفنوها وكده انا انهرت عياط بمعني,في مسلسل اسمه ملوك الجدعنه موت البنت الي اسمها حبيبه ولما غسلوها ودفنوها وكده انا انهرت عياط بمعني ك
اكتئاب مابعده اكتئاب,1,0,0,اكتئاب مابعده اكتئاب,اكتئاب مابعده اكتئاب
احس أبي ابكي من دون سبب 🕴️,1,0,0,احس ابي ابكي دون سبب,احس ابي ابكي من دون سبب 🕴️
الجو ده يجيب إكتئاب بجد,1,0,0,الجو يجيب اكتئاب بجد,الجو ده يجيب اكتئاب بجد
كنتُ اغرق في بحر الاسود وضغط هواءُ في صدري وكأنهُ انتحارًُ بطيئ,1,0,0,كنت اغرق بحر الاسود وضغط هواء صدري وكانه انتحار بطيئ,كنت اغرق في بحر الاسود وضغط هواء في صدري وكانه انتحار بطيئ
الحزن مظله يندمج تحتها مشاعر كثيره ومسميات كثيره ضيق اكتئاب تبلد طفش وحده فقدان لشغف فقدان لذه الحياه كلها تندرج تحت الحزن كنبة السبت,1,0,0,الحزن مظله يندمج تحتها مشاعر كثيره ومسميات كثيره ضيق اكتئاب تبلد طفش وحده فقدان لشغف فقدان لذه الحياه كلها تندرج تحت الحزن كنبه السبت,الحزن مظله يندمج تحتها مشاعر كثيره ومسميات كثيره ضيق اكتئاب تبلد طفش وحده فقدان لشغف فقدان لذه الحياه كلها تندرج تحت الحزن كنبه السبت
هالفتره ماتنبلع بجميع الأشكال تكفون كآبه,1,0,0,هالفتره ماتنبلع بجميع الاشكال تكفون كابه,هالفتره ماتنبلع بجميع الاشكال تكفون كابه
"٠_x000D_
٠_x000D_
_x000D_
عُزلة آخر اليل اعادة ترتيب لحياة💛",1,0,0,عزله اخر اليل اعاده ترتيب لحياه💛,<NUM>_x<NUM>D_<NUM>_x<NUM>D__x<NUM>D_عزله اخر اليل اعاده ترتيب لحياه💛
مفيش اسوأ من لما تبقا مكتئب و مش عايز تقول لحد فلما حد يسألك تقوله سبب سخيف و بيبقا شكلك اهبل,1,0,0,مفيش اسوا لما تبقا مكتئب عايز تقول لحد فلما يسالك تقوله سبب سخيف بيبقا شكلك اهبل,مفيش اسوا من لما تبقا مكتئب و مش عايز تقول لحد فلما حد يسالك تقوله سبب سخيف و بيبقا شكلك اهبل
انا كل لبسى اسود وبلاقينى فيه مش شرط كآبه شياكه بلس انى خدت عليه وبرتاح فيه,1,0,0,انا لبسي اسود وبلاقيني فيه شرط كابه شياكه بلس اني خدت عليه وبرتاح فيه,انا كل لبسي اسود وبلاقيني فيه مش شرط كابه شياكه بلس اني خدت عليه وبرتاح فيه
أبكي بلا سبب واضح,1,0,0,ابكي بلا سبب واضح,ابكي بلا سبب واضح
الواحد مايدري اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا حاله نفسيه ولا هذي شخصيته,1,0,0,الواحد مايدري اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا حاله نفسيه ولا هذي شخصيته,الواحد مايدري اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا حاله نفسيه ولا هذي شخصيته
هذا اكتئاب مابعد تسديد الفاتوره,1,0,0,اكتئاب مابعد تسديد الفاتوره,هذا اكتئاب مابعد تسديد الفاتوره
مايمدي اموت بدون مايعتبر انتحار وادخل النار,1,1,0,مايمدي اموت بدون مايعتبر انتحار وادخل النار,مايمدي اموت بدون مايعتبر انتحار وادخل النار
اي شخص ما عنده اكتئاب احس ما عنده هم ابداً سوا الدلع,1,1,0,شخص عنده اكتئاب احس عنده ابدا سوا الدلع,اي شخص ما عنده اكتئاب احس ما عنده هم ابدا سوا الدلع
هو انا لو قعدت ساعتين من غير قلق هياخدوني غياب,1,1,0,انا قعدت ساعتين غير قلق هياخدوني غياب,هو انا لو قعدت ساعتين من غير قلق هياخدوني غياب
وصح لاني كمان قبل لا انام رجعت ابكي,1,1,0,وصح لاني كمان انام رجعت ابكي,وصح لاني كمان قبل لا انام رجعت ابكي
فعلاً لذلك مهم جداً فترة عُزلة وتنظيف عميق بعد أي موقف ترك فيك أثر مُش لطيف,1,0,1,فعلا مهم جدا فتره عزله وتنظيف عميق موقف ترك فيك اثر لطيف,فعلا لذلك مهم جدا فتره عزله وتنظيف عميق بعد اي موقف ترك فيك اثر مش لطيف
انا أبكي ايضًا لكني أبكي بلا دمع بلا شهقة حزن ولا انطفاء وهذا ما جعلني ابدو بخير تمامًا بينما قلبي يحترق💔😔,1,1,0,انا ابكي ايضا لكني ابكي بلا دمع بلا شهقه حزن ولا انطفاء وهذا جعلني ابدو بخير تماما بينما قلبي يحترق💔😔,انا ابكي ايضا لكني ابكي بلا دمع بلا شهقه حزن ولا انطفاء وهذا ما جعلني ابدو بخير تماما بينما قلبي يحترق💔😔
"_x000D_انا المطر والمساحات المفتوحه والغابات والاماكن الي فيها غابات والصحراء الواسعه تسب لي اكتئاب وهلع 
_x000D_
",1,0,0,انا المطر والمساحات المفتوحه والغابات والاماكن الي فيها غابات والصحراء الواسعه تسب اكتئاب وهلع,_x<NUM>D_انا المطر والمساحات المفتوحه والغابات والاماكن الي فيها غابات والصحراء الواسعه تسب لي اكتئاب وهلع _x<NUM>D_
ماعاد لي طاقه اتحمل! تعبت من هالحياه وهالبشر!,1,0,0,ماعاد طاقه اتحمل تعبت هالحياه وهالبشر,ماعاد لي طاقه اتحمل! تعبت من هالحياه وهالبشر!
قاعدة امسك دموعي وانتظر اختلي بغرفتي عشان أبكي,1,0,0,قاعده امسك دموعي وانتظر اختلي بغرفتي عشان ابكي,قاعده امسك دموعي وانتظر اختلي بغرفتي عشان ابكي
حتى انا اي يومين ماقدر انام قلق,1,0,0,حتي انا يومين ماقدر انام قلق,حتي انا اي يومين ماقدر انام قلق
لا الأجواء فيها كآبة 😪,1,1,0,الاجواء فيها كابه,لا الاجواء فيها كابه 😪
ومفش احقر من انك تمشي لشخص تحكيله شي واجعك وتكون مكتئب وياخذ موضوعك ب استهزاء وما يحسش ولا حتى يكتئب معاك,1,0,0,ومفش احقر انك تمشي لشخص تحكيله واجعك وتكون مكتئب وياخذ موضوعك استهزاء وما يحسش ولا حتي يكتئب معاك,ومفش احقر من انك تمشي لشخص تحكيله شي واجعك وتكون مكتئب وياخذ موضوعك ب استهزاء وما يحسش ولا حتي يكتئب معاك
يمكن تمر بفترة اكتئاب او فيها مس او اي سب آخر وشكراً لك كل ذوق حبيت ردودك اله يزيدك نور 💞,1,0,0,يمكن تمر بفتره اكتئاب فيها اخر وشكرا ذوق حبيت ردودك اله يزيدك نور,يمكن تمر بفتره اكتئاب او فيها مس او اي سب اخر وشكرا لك كل ذوق حبيت ردودك اله يزيدك نور 💞
الحياه قاعده تمردغني من كل جه احتاج طريقة انتحار اسلاميه,1,0,0,الحياه قاعده تمردغني احتاج طريقه انتحار اسلاميه,الحياه قاعده تمردغني من كل جه احتاج طريقه انتحار اسلاميه
عندما يعجز الإنسان عن إخراج مابداخله، يبكي,1,0,0,عندما يعجز الانسان اخراج مابداخله، يبكي,عندما يعجز الانسان عن اخراج مابداخله، يبكي
النمر انا ف مرحلة اكتئاب رهيبة رهيبه حاس قلبي بينزف حد يتكلم معايا,1,0,0,النمر انا مرحله اكتئاب رهيبه رهيبه حاس قلبي بينزف يتكلم معايا,النمر انا ف مرحله اكتئاب رهيبه رهيبه حاس قلبي بينزف حد يتكلم معايا
اكتئاب مؤقت✋🏻,1,0,0,اكتئاب مؤقت✋🏻,اكتئاب مؤقت✋🏻
حياتي بقت عباره عن ميكس اكتئاب علي خوازيق,1,0,0,حياتي بقت عباره ميكس اكتئاب علي خوازيق,حياتي بقت عباره عن ميكس اكتئاب علي خوازيق
عشان انا واد مكتئب😂,1,0,0,عشان انا واد مكتئب😂,عشان انا واد مكتئب😂
عالأغلب اكتئاب,1,0,0,عالاغلب اكتئاب,عالاغلب اكتئاب
اكتئاب نوبه هلع,1,0,0,اكتئاب نوبه هلع,اكتئاب نوبه هلع
عُزله طويله,1,0,0,عزله طويله,عزله طويله
و صارت وايد اشياء بعدها و طلع هذا الشيء كله اكتئاب,1,0,0,صارت وايد اشياء بعدها طلع الشيء كله اكتئاب,و صارت وايد اشياء بعدها و طلع هذا الشيء كله اكتئاب
تخيل اصلا تبقي مكتئب ومفروض تكمل حياتك عادي وتذاكر اناتومي وهيدرو ومواد اساسا تجيب اكتئاب لوحدها,1,0,0,تخيل اصلا تبقي مكتئب ومفروض تكمل حياتك عادي وتذاكر اناتومي وهيدرو ومواد اساسا تجيب اكتئاب لوحدها,تخيل اصلا تبقي مكتئب ومفروض تكمل حياتك عادي وتذاكر اناتومي وهيدرو ومواد اساسا تجيب اكتئاب لوحدها
ليه ربنا ميعجلش بموتي ,1,0,0,ليه ربنا ميعجلش بموتي,ليه ربنا ميعجلش بموتي
قعدتنا بتجيب اكتئاب أكتر ماحنا مكتئبين💔,1,0,0,قعدتنا بتجيب اكتئاب اكتر ماحنا مكتئبين💔,قعدتنا بتجيب اكتئاب اكتر ماحنا مكتئبين💔
بعدين اقول لي يجيني اكتئاب و ابكي قبل مانام استاهل🙂👌🏼,1,0,0,بعدين اقول يجيني اكتئاب ابكي مانام استاهل🙂👌🏼,بعدين اقول لي يجيني اكتئاب و ابكي قبل مانام استاهل🙂👌🏼
حزينه وفاقده كل الحنان والحزن في حياتي مطلقه له العنان وكل من شافني أشر بالبنان ويقول هالبنت مليانه كآبه بالاطنان,1,0,0,حزينه وفاقده الحنان والحزن حياتي مطلقه العنان وكل شافني اشر بالبنان ويقول هالبنت مليانه كابه بالاطنان,حزينه وفاقده كل الحنان والحزن في حياتي مطلقه له العنان وكل من شافني اشر بالبنان ويقول هالبنت مليانه كابه بالاطنان
اه اكره كذا لمن دخلت اكتئاب اكره هالسالفة اله ياخذها 💔,1,0,0,اكره كذا لمن دخلت اكتئاب اكره هالسالفه اله ياخذها,اه اكره كذا لمن دخلت اكتئاب اكره هالسالفه اله ياخذها 💔
"انا مرهق جسد يا رب انا من طين _x000D_
انا كعبة حزن فيها الحزين يطوف",1,0,0,انا مرهق جسد انا طين انا كعبه حزن فيها الحزين يطوف,انا مرهق جسد يا رب انا من طين _x<NUM>D_انا كعبه حزن فيها الحزين يطوف
ليلة باردة وأنا مُكتئب الطريق بعيد والقدمان مُتعبان ثمة ظلام والسراج ميت,1,0,0,ليله بارده وانا مكتئب الطريق بعيد والقدمان متعبان ثمه ظلام والسراج ميت,ليله بارده وانا مكتئب الطريق بعيد والقدمان متعبان ثمه ظلام والسراج ميت
خصوصا المبات الطويله ذي تجيب اكتئاب وتوتر وطاقه سلبيع,1,0,0,خصوصا المبات الطويله تجيب اكتئاب وتوتر وطاقه سلبيع,خصوصا المبات الطويله ذي تجيب اكتئاب وتوتر وطاقه سلبيع
عايز اموت بس خايف علي اهلي من بعدي,1,0,0,عايز اموت خايف علي اهلي بعدي,عايز اموت بس خايف علي اهلي من بعدي
الواحد ما يعرف هذا اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا تخلف ولا مل ولا,1,1,0,الواحد يعرف اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا تخلف ولا ولا,الواحد ما يعرف هذا اكتئاب ولا انطفاء ولا نضج ولا انعدام شغف ولا تخلف ولا مل ولا
لا مقرفه مو ناقصه اكتئاب بعد,1,1,0,مقرفه ناقصه اكتئاب,لا مقرفه مو ناقصه اكتئاب بعد
واله منا عارف هو اكتئاب ولا انطفاء ولا نضج ولا واحده,1,0,0,واله منا عارف اكتئاب ولا انطفاء ولا نضج ولا واحده,واله منا عارف هو اكتئاب ولا انطفاء ولا نضج ولا واحده
جتني نوبة كآبة فجائية,1,0,0,جتني نوبه كابه فجائيه,جتني نوبه كابه فجائيه
حزن 😩💔بكي,1,0,0,حزن 😩💔بكي,حزن 😩💔بكي
تفكير مهلك ، نوم بعمق ، أكل معدوم ، وأبتسامه مزيفه ، بكل بساطه سيستمر ألامر هكذا.,1,0,0,تفكير مهلك نوم بعمق اكل معدوم وابتسامه مزيفه بكل بساطه سيستمر الامر هكذا,تفكير مهلك ، نوم بعمق ، اكل معدوم ، وابتسامه مزيفه ، بكل بساطه سيستمر الامر هكذا.
احسني جالسه ادخل حاله اكتئاب اله يستر,1,0,0,احسني جالسه ادخل حاله اكتئاب اله يستر,احسني جالسه ادخل حاله اكتئاب اله يستر
اكتئاب تاني هو انا خلصت الي معايا طيب,1,0,0,اكتئاب تاني انا خلصت الي معايا طيب,اكتئاب تاني هو انا خلصت الي معايا طيب
اه حزن,1,0,0,حزن,اه حزن
حاس بخنقه كبيره و ٢٤ ساعة عايز ابكي قلبي تقيل اوي واحساس العجز والغضب متملكني ,1,0,0,حاس بخنقه كبيره ساعه عايز ابكي قلبي تقيل اوي واحساس العجز والغضب متملكني,حاس بخنقه كبيره و <NUM><NUM> ساعه عايز ابكي قلبي تقيل اوي واحساس العجز والغضب متملكني
يارب حضوري الدراسة عن بعد عبارة عن اكتئاب وصداع نصفي,1,0,0,يارب حضوري الدراسه عباره اكتئاب وصداع نصفي,يارب حضوري الدراسه عن بعد عباره عن اكتئاب وصداع نصفي
اخ ليتني ماشفت بناتا فيش اكتئاب لسما😣😔,1,0,0,ليتني ماشفت بناتا فيش اكتئاب لسما😣😔,اخ ليتني ماشفت بناتا فيش اكتئاب لسما😣😔
والله اكتئاب استغفر الله,1,0,0,والله اكتئاب استغفر الله,والله اكتئاب استغفر الله
واله ما أنا عارف هو اكتئابولا انطفاء ولا نضجولا وحدةولا توحد ولا😂,1,1,0,واله انا عارف اكتئابولا انطفاء ولا نضجولا وحدهولا توحد ولا😂,واله ما انا عارف هو اكتئابولا انطفاء ولا نضجولا وحدهولا توحد ولا😂
